date,team1,team2,winner,elo_diff,elo_diff_sq,team1_recent_winrate,team2_recent_winrate,head_to_head,venue_winrate_team1,t1_bat_score,t2_bat_score,t1_bowl_score,t2_bowl_score,bat_score_diff,bowl_score_diff,matchup_diff,toss_winner_is_team1,t1_season_match_num,t2_season_match_num,target
2019-04-07,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,86.65676815735378,0.7509,0.7,0.5,0.5625,0.4,304.306,246.578,3.424,2.275,57.728,1.149,18.306,1,3,4,1
2019-04-08,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,-44.20396507554301,-0.1954,0.3,0.4,0.25,1.0,267.555,277.504,2.848,2.66,-9.949,0.188,-2.611,1,5,5,1
2019-04-09,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,6.390701373944239,0.0041,0.8,0.8,0.6111,1.0,281.901,313.022,3.022,3.831,-31.121,-0.809,4.783,1,5,4,1
2019-04-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-21.54701792380888,-0.0464,0.4,0.6,0.4783,0.5,258.657,284.069,2.632,7.551,-25.412,-4.919,-42.731,0,6,5,0
2019-04-11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,127.94757583806836,1.6371,0.8,0.4,0.65,0.4,279.355,262.424,2.373,2.31,16.931,0.063,-10.249,1,6,5,1
2019-04-12,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,-71.09080330206803,-0.5054,0.4,0.8,0.5,0.5,293.658,221.685,2.371,3.209,71.973,-0.838,-31.55,1,5,5,1
2019-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,84.56289470454954,0.7151,0.4,0.3,0.5455,1.0,236.559,215.32,2.63,3.034,21.239,-0.404,27.435,0,7,6,0
2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,84.1871406838759,0.7087,0.6,0.3,0.5556,0.619,268.525,259.423,4.093,2.09,9.102,2.003,-16.636,0,6,6,0
2019-04-14,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,59.766433924977946,0.3572,0.9,0.7,0.6316,0.4,282.887,258.843,2.682,3.3,24.044,-0.618,-15.509,1,7,6,1
2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,-13.296151354962376,-0.0177,0.5,0.4,0.0,0.5,283.366,342.349,2.53,1.876,-58.983,0.654,-8.307,0,6,6,1
2019-04-15,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,97.70642644355485,0.9547,0.5,0.3,0.625,0.6094,287.082,224.256,2.359,3.076,62.826,-0.717,-18.068,1,7,7,1
2019-04-16,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,1.7051598584632757,0.0003,0.4,0.3,0.4118,0.8571,243.325,233.159,2.403,2.478,10.166,-0.075,17.049,0,8,7,1
2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,110.06116852791229,1.2113,0.9,0.4,0.8,1.0,226.296,283.205,3.24,2.493,-56.909,0.747,-17.694,1,8,7,0
2019-04-18,Delhi Capitals,Mumbai Indians,Mumbai Indians,-13.615916526621731,-0.0185,0.5714,0.6,1.0,0.0,286.894,293.066,3.071,1.826,-6.172,1.245,15.768,0,7,8,0
2019-04-19,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,115.7070349433393,1.3388,0.6,0.2,0.6087,0.6197,266.062,183.076,3.285,2.953,82.986,0.332,5.251,1,7,8,0
2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,87.07861724688814,0.7583,0.6,0.3,0.5263,0.3333,265.757,179.385,2.252,2.537,86.372,-0.285,-19.846,0,9,8,0
2019-04-20,Delhi Capitals,Kings XI Punjab,Delhi Capitals,16.991711211824168,0.0289,0.5,0.5,0.0,0.0,268.934,242.962,3.093,2.441,25.972,0.652,-36.012,1,8,9,1
2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,-9.725318783852344,-0.0095,0.5,0.5,0.625,1.0,272.706,279.669,3.252,2.485,-6.963,0.767,21.577,0,8,8,0
2019-04-21,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,161.91411328525965,2.6216,0.8,0.2,0.6818,1.0,251.283,266.938,2.944,3.068,-15.655,-0.124,-15.155,1,9,9,0
2019-04-22,Delhi Capitals,Rajasthan Royals,Delhi Capitals,42.43813021678056,0.1801,0.5556,0.3,0.5,0.5,258.29,201.291,2.473,2.539,56.999,-0.066,57.439,1,9,9,1
2019-04-23,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,39.7785598803257,0.1582,0.7,0.5,0.7273,1.0,238.595,277.699,3.218,2.753,-39.104,0.465,6.558,1,10,9,1
2019-04-24,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,22.07116956140794,0.0487,0.5,0.3,0.5217,0.0,214.114,248.988,2.53,2.389,-34.874,0.141,-16.928,1,10,10,0
2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,34.05620135991853,0.116,0.4,0.3,0.5882,0.6111,272.343,215.884,3.057,2.974,56.459,0.083,20.555,0,9,10,0
2019-04-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,58.67794564528481,0.3443,0.7,0.6,0.44,1.0,204.627,305.275,2.928,2.531,-100.648,0.397,-12.171,1,11,10,0
2019-04-27,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,-43.22595158029253,-0.1868,0.4,0.5,0.4,0.6739,208.62,249.281,2.316,2.483,-40.661,-0.167,-14.35,1,11,10,1
2019-04-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,63.10483224282439,0.3982,0.6,0.4,1.0,0.25,233.078,235.406,2.841,2.033,-2.328,0.808,27.726,1,10,11,1
2019-04-28,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,-62.15658945512814,-0.3863,0.4,0.7,0.2174,0.6027,306.877,275.09,3.231,2.544,31.787,0.687,2.661,0,10,11,1
2019-04-29,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,-46.63607843488421,-0.2175,0.4,0.5,0.3077,0.0,269.576,261.755,3.183,3.581,7.821,-0.398,-4.048,1,11,11,0
2019-05-01,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,28.31867938494156,0.0802,0.6,0.6,1.0,0.8571,222.931,288.884,3.04,3.0,-65.953,0.04,0.451,0,12,11,1
2019-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-51.07357294238682,-0.2609,0.4,0.4,0.3333,0.875,242.556,330.481,2.502,2.664,-87.925,-0.162,15.194,0,12,11,0
2019-05-04,Delhi Capitals,Rajasthan Royals,Delhi Capitals,34.55749796176747,0.1194,0.6,0.5,1.0,0.4,216.951,237.133,2.625,2.268,-20.182,0.357,26.71,0,12,12,1
2019-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,-62.54767811025863,-0.3912,0.4,0.5,0.4167,0.5385,249.941,205.739,2.228,2.846,44.202,-0.618,-2.507,1,12,12,1
2019-05-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,147.56353441112535,2.1775,0.6,0.3,0.6316,0.0,224.03,278.804,3.171,2.068,-54.774,1.103,13.681,0,13,13,0
2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-17.24345048670375,-0.0297,0.4,0.6,0.25,0.125,325.167,274.27,3.035,2.566,50.897,0.469,-0.746,0,12,12,0
2019-05-07,Chennai Super Kings,Mumbai Indians,Mumbai Indians,22.41480543169814,0.0502,0.6,0.7,0.4231,0.875,237.761,299.543,3.004,2.329,-61.782,0.675,-13.993,1,14,13,0
2019-05-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,39.770854695455,0.1582,0.7,0.4,0.5,0.5,220.631,207.789,2.788,2.779,12.842,0.009,-3.542,1,13,13,1
2019-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,-5.489527117005082,-0.003,0.5,0.8,1.0,1.0,206.79,218.887,2.837,2.915,-12.097,-0.078,0.525,1,15,14,1
2019-05-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,6.832070996676293,0.0047,0.5,0.7,0.4074,0.5,211.955,273.644,2.947,2.75,-61.689,0.197,-7.234,0,16,14,0
2020-09-19,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,-15.202920539810066,-0.0231,0.4,0.7,0.3929,0.5,242.645,318.516,3.271,2.712,-75.871,0.559,-51.516,1,0,0,1
2020-09-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,-12.009412183474296,-0.0144,0.5,0.3,0.4615,0.5,227.574,334.966,2.584,2.709,-107.392,-0.125,-14.117,0,0,0,1
2020-09-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,61.26190833830356,0.3753,0.4,0.5,0.6667,1.0,246.059,231.4,3.312,2.892,14.659,0.42,22.507,1,1,0,0
2020-09-23,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-36.51029444432743,-0.1333,0.3,0.6,0.24,0.5,299.099,296.766,2.844,2.836,2.333,0.008,5.685,1,0,1,0
2020-09-24,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,-26.51668959990684,-0.0703,0.3,0.6,0.5,1.0,306.655,227.574,2.275,2.584,79.081,-0.309,-10.391,0,0,1,1
2020-09-25,Chennai Super Kings,Delhi Capitals,Delhi Capitals,4.243223072091496,0.0018,0.4,0.7,1.0,1.0,231.389,253.199,2.716,3.161,-21.81,-0.445,-7.998,1,2,0,0
2020-09-26,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,7.355154930877006,0.0054,0.2,0.3,0.5882,0.3333,303.582,260.8,2.834,3.422,42.782,-0.588,-12.897,0,1,1,1
2020-09-27,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,-20.094760758000803,-0.0404,0.4,0.5,0.4444,1.0,312.215,275.588,3.878,2.714,36.627,1.164,-22.107,0,1,1,0
2020-09-29,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,77.60928106174879,0.6023,0.7,0.3,0.6667,0.5,253.273,358.235,3.397,3.382,-104.962,0.015,-3.475,1,1,2,0
2020-09-30,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,-17.734901522851715,-0.0315,0.3,0.6,0.5556,0.0,299.099,275.588,2.907,2.714,23.511,0.193,-2.094,0,2,2,1
2020-10-01,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-76.61724518112237,-0.587,0.3,0.7,0.4583,1.0,328.973,261.006,2.036,2.836,67.967,-0.8,-6.213,1,2,2,0
2020-10-02,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,36.43427016526698,0.1327,0.4,0.4,0.75,0.6667,233.827,358.235,2.687,3.382,-124.408,-0.695,-32.644,0,3,3,0
2020-10-03,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,11.05649339676097,0.0122,0.6,0.4,1.0,0.5,289.355,311.196,3.726,4.181,-21.841,-0.455,-31.696,0,2,3,1
2020-10-03,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,22.188090656709846,0.0492,0.6,0.6,0.5556,1.0,283.851,240.214,2.359,3.005,43.637,-0.646,-3.108,1,3,2,0
2020-10-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,61.06024023964824,0.3728,0.7,0.4,0.4615,0.0,268.471,303.675,3.56,2.702,-35.204,0.858,-25.262,1,3,4,1
2020-10-04,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,42.989296810570295,0.1848,0.3,0.3,0.6,0.5,233.827,267.791,2.687,2.365,-33.964,0.322,-30.46,0,4,3,1
2020-10-05,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,43.59947201124305,0.1901,0.7,0.7,1.0,1.0,300.188,256.033,3.845,3.035,44.155,0.81,-5.853,0,3,3,1
2020-10-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,82.27336618753066,0.6769,0.7,0.5,0.5,0.5,268.471,256.5,3.56,2.863,11.971,0.697,-13.817,1,4,4,1
2020-10-07,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,14.402436871298733,0.0207,0.4,0.4,0.65,0.6667,238.752,325.688,2.953,2.564,-86.936,0.389,-28.808,0,5,4,0
2020-10-08,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,-38.19250289388378,-0.1459,0.3,0.3,0.2857,0.6667,274.752,282.431,2.356,2.35,-7.679,0.006,10.398,0,4,5,0
2020-10-09,Delhi Capitals,Rajasthan Royals,Delhi Capitals,74.19479952358506,0.5505,0.7,0.5,1.0,1.0,295.041,246.738,3.297,2.816,48.303,0.481,28.037,0,4,5,1
2020-10-10,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-80.18711539630704,-0.643,0.2,0.5,0.32,0.6667,238.025,268.957,2.191,2.734,-30.932,-0.543,1.013,0,5,5,0
2020-10-10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,17.50845864345024,0.0307,0.3,0.6,0.6522,0.6,275.0,259.692,2.754,2.855,15.308,-0.101,-19.644,0,6,4,0
2020-10-11,Delhi Capitals,Mumbai Indians,Mumbai Indians,-18.514397200496436,-0.0343,0.7,0.8,0.5,0.0,302.646,269.403,3.795,3.795,33.243,0.0,3.98,1,5,5,0
2020-10-11,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,-32.35146722523109,-0.1047,0.4,0.4,0.4545,0.0,263.759,351.57,2.79,2.995,-87.811,-0.205,-25.115,0,6,6,1
2020-10-12,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,28.386161821549194,0.0806,0.6,0.7,0.5833,0.5,266.388,208.975,2.42,3.037,57.413,-0.617,-20.039,0,6,5,0
2020-10-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2.897572890709853,0.0008,0.3,0.4,0.6923,0.5,241.76,337.445,2.74,2.622,-95.685,0.118,-28.825,1,7,7,1
2020-10-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,67.75015213689926,0.459,0.6,0.5,1.0,1.0,272.344,249.104,3.618,2.493,23.24,1.125,7.218,1,6,7,1
2020-10-15,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,-88.59227461098021,-0.7849,0.2,0.7,0.52,0.6667,280.229,207.763,2.374,2.669,72.466,-0.295,-0.75,0,6,6,1
2020-10-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-82.97831072188751,-0.6885,0.6,0.8,0.2308,0.6667,265.296,259.722,2.289,3.732,5.574,-1.443,-17.151,1,7,6,0
2020-10-17,Chennai Super Kings,Delhi Capitals,Delhi Capitals,-60.52165490296943,-0.3663,0.4,0.7,0.75,0.5,247.561,277.243,3.075,3.594,-29.682,-0.519,-14.352,1,8,7,0
2020-10-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,-25.50161958198555,-0.065,0.4,0.6,0.5263,0.25,252.669,272.895,2.618,2.685,-20.226,-0.067,8.75,1,8,7,0
2020-10-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,31.225260431600876,0.0975,0.3,0.3,0.6364,0.5,269.301,247.928,2.816,2.364,21.373,0.452,-6.879,1,9,9,0
2020-10-20,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,130.04572072364954,1.6912,0.7,0.3,0.5,1.0,328.371,266.812,3.244,2.465,61.559,0.779,28.401,1,8,7,0
2020-10-21,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,-8.094750826590598,-0.0066,0.5,0.6,0.56,0.5714,199.297,287.709,2.242,2.81,-88.412,-0.568,-21.367,1,8,8,0
2020-10-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,3.1080169815888894,0.001,0.4,0.3,0.5,0.2,248.404,344.441,2.725,2.267,-96.037,0.458,-4.286,0,10,8,0
2020-10-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,-131.80031689388147,-1.7371,0.3,0.9,0.4138,0.3333,229.912,268.546,3.216,3.732,-38.634,-0.516,7.579,0,10,7,0
2020-10-24,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,66.2282235277969,0.4386,0.6,0.4,1.0,0.0,311.692,242.336,3.285,2.073,69.356,1.212,-18.217,1,9,9,0
2020-10-24,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,-22.39112220523907,-0.0501,0.4,0.4,0.2667,0.6,256.101,339.943,2.275,2.8,-83.842,-0.525,17.293,0,8,9,1
2020-10-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,-58.083564101631055,-0.3374,0.2,0.7,0.625,0.5714,231.145,273.469,3.101,3.232,-42.324,-0.131,7.622,0,11,9,1
2020-10-25,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,155.57108531727158,2.4202,0.9,0.3,0.5238,0.7143,302.871,240.117,3.413,2.121,62.754,1.292,0.119,1,8,11,0
2020-10-26,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,-27.53634988149952,-0.0758,0.5,0.5,0.3077,0.75,240.046,223.673,2.709,2.625,16.373,0.084,-16.661,1,9,10,1
2020-10-27,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,67.90182435747784,0.4611,0.6,0.4,0.5,0.75,286.485,229.16,3.341,3.047,57.325,0.294,-1.341,1,10,10,0
2020-10-28,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,88.01474271627262,0.7747,0.8,0.6,0.64,0.625,288.079,284.154,2.836,2.646,3.925,0.19,-5.917,1,9,10,1
2020-10-29,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,-7.851682980070109,-0.0062,0.3,0.5,0.619,0.625,225.255,234.68,3.247,2.45,-9.425,0.797,-5.304,1,12,11,1
2020-10-30,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,12.878711400998782,0.0166,0.5,0.3,0.4211,0.5,231.714,238.216,2.634,2.311,-6.502,0.323,-45.634,0,10,12,0
2020-10-31,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,10.204802417219298,0.0104,0.5,0.5,0.5,0.5,323.404,244.897,2.451,3.45,78.507,-0.999,3.579,0,11,11,0
2020-10-31,Delhi Capitals,Mumbai Indians,Mumbai Indians,-84.77612403078865,-0.7187,0.5,0.8,0.3333,0.6,281.015,247.419,3.042,3.203,33.596,-0.161,-44.366,0,11,10,0
2020-11-01,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,-18.63451618876138,-0.0347,0.4,0.4,0.5789,0.3333,247.896,235.562,2.567,2.348,12.334,0.219,16.68,0,12,13,1
2020-11-01,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,18.30517902015231,0.0335,0.4,0.4,0.619,0.4,217.966,226.494,3.606,2.165,-8.528,1.441,1.1,1,13,11,1
2020-11-02,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,28.054346627840918,0.0787,0.5,0.5,1.0,0.0,282.962,243.361,3.757,2.556,39.601,1.201,11.808,1,12,12,1
2020-11-03,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,115.51339015704048,1.3343,0.9,0.6,0.5,0.6667,270.806,286.099,2.807,2.486,-15.293,0.321,-9.182,0,11,12,0
2020-11-05,Delhi Capitals,Mumbai Indians,Mumbai Indians,-74.71402912112512,-0.5582,0.5,0.8,0.25,0.5,262.739,287.933,2.564,3.454,-25.194,-0.89,-4.164,1,13,12,0
2020-11-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,-49.97975655516984,-0.2498,0.4,0.6,0.4667,0.4,225.054,217.625,3.027,2.487,7.429,0.54,-7.692,0,13,13,0
2020-11-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,-19.216199330228847,-0.0369,0.4,0.6,0.4,0.25,242.568,208.412,2.527,2.532,34.156,-0.005,-20.979,1,14,14,1
2020-11-10,Delhi Capitals,Mumbai Indians,Mumbai Indians,-82.0103871791805,-0.6726,0.4,0.8,0.2,0.4286,253.218,317.337,2.666,3.197,-64.119,-0.531,-12.697,1,15,13,0
2021-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,113.6117847899004,1.2908,0.8,0.4,0.6538,0.5,306.504,177.326,3.515,3.001,129.178,0.514,8.439,0,0,0,0
2021-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,-4.786141968619404,-0.0023,0.5,0.4,0.6,0.5,279.182,247.45,2.154,2.805,31.732,-0.651,-6.784,0,0,0,0
2021-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,-18.58904305339456,-0.0346,0.4,0.6,0.6111,0.5,228.303,231.739,2.716,2.485,-3.436,0.231,-11.216,0,0,0,1
2021-04-12,Punjab Kings,Rajasthan Royals,Punjab Kings,15.620630718105076,0.0244,0.5,0.4,0.5,0.5,334.116,260.385,2.318,2.252,73.731,0.066,-50.394,0,0,0,1
2021-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-57.58684204004476,-0.3316,0.5,0.7,0.2222,1.0,229.928,272.304,2.704,3.78,-42.376,-1.076,-15.602,1,1,1,0
2021-04-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,-8.274256481161046,-0.0068,0.4,0.5,0.4375,1.0,185.973,241.234,2.867,2.563,-55.261,0.304,-47.586,0,1,1,1
2021-04-15,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,53.07607026324581,0.2817,0.4,0.4,1.0,1.0,259.11,261.174,2.823,3.02,-2.064,-0.197,-11.959,0,1,1,0
2021-04-16,Chennai Super Kings,Punjab Kings,Chennai Super Kings,-21.68698278690499,-0.047,0.4,1.0,0.5,0.0,273.453,283.358,2.094,2.156,-9.905,-0.062,-26.816,1,1,1,1
2021-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,94.52836434012556,0.8936,0.7,0.5,0.4667,0.5,261.155,223.994,2.906,2.439,37.161,0.467,-6.501,1,2,2,1
2021-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,-6.852007921252834,-0.0047,0.4,0.4,0.5385,0.5,224.386,199.235,2.661,3.327,25.151,-0.666,-54.439,0,2,2,0
2021-04-18,Delhi Capitals,Punjab Kings,Delhi Capitals,9.46398547111744,0.009,0.3,0.5,0.5,0.5,246.766,336.934,3.134,1.985,-90.168,1.149,18.367,1,2,2,1
2021-04-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,19.42614073038476,0.0377,0.5,0.5,0.6087,0.5,268.709,239.813,2.263,2.564,28.896,-0.301,0.794,0,2,2,1
2021-04-20,Delhi Capitals,Mumbai Indians,Delhi Capitals,-64.72243610362966,-0.4189,0.4,0.7,0.1667,0.5,247.861,281.966,2.312,2.931,-34.105,-0.619,7.317,0,3,3,1
2021-04-21,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,13.668946302205311,0.0187,0.3333,0.5,0.5,0.5,324.116,194.413,2.005,2.339,129.703,-0.334,3.204,1,3,3,0
2021-04-21,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,38.46549003610585,0.148,0.6,0.3,0.6364,0.6667,281.938,237.04,2.876,2.339,44.898,0.537,-5.782,0,3,3,1
2021-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,-41.69659104073753,-0.1739,0.4,0.5,0.5,0.3333,241.471,233.022,2.748,3.585,8.449,-0.837,-8.465,0,3,3,0
2021-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,99.39616163396865,0.988,0.6,0.25,0.5,0.5,277.776,288.921,2.84,2.124,-11.145,0.716,32.719,0,4,4,0
2021-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,7.268238517898453,0.0053,0.3,0.4,0.6,0.0,238.724,210.645,2.391,2.508,28.079,-0.117,14.193,0,4,4,0
2021-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,4.294096744496073,0.0018,0.6,0.5,0.64,0.75,245.15,232.169,2.456,2.87,12.981,-0.414,-28.49,1,4,4,1
2021-04-26,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,-33.66823616195734,-0.1134,0.3,0.4,0.5,0.5,228.979,285.982,2.505,2.167,-57.003,0.338,-18.617,1,5,5,1
2021-04-27,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,24.04917630581849,0.0578,0.5,0.4,1.0,0.5,238.431,217.69,3.003,2.52,20.741,0.483,5.152,1,4,5,0
2021-04-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,60.29702940176071,0.3636,0.7,0.5,0.7143,0.5,306.587,206.415,3.01,2.806,100.172,0.204,2.089,0,5,4,1
2021-04-29,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,53.27911529978269,0.2839,0.5,0.4,0.6667,0.0,257.402,230.364,2.754,2.736,27.038,0.018,-32.228,1,5,6,1
2021-04-29,Mumbai Indians,Rajasthan Royals,Mumbai Indians,75.94819758944323,0.5768,0.6,0.5,0.5,0.5,230.588,212.3,2.667,2.672,18.288,-0.005,0.988,1,5,5,1
2021-04-30,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,-56.201625754490806,-0.3159,0.3333,0.5,0.5,0.0,273.467,234.444,1.804,2.978,39.023,-1.174,17.468,0,6,6,1
2021-05-01,Chennai Super Kings,Mumbai Indians,Mumbai Indians,-5.160734028960405,-0.0027,0.8,0.6,0.4,1.0,318.417,224.201,3.035,2.394,94.216,0.641,-23.215,0,6,6,0
2021-05-02,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,-9.276556321520276,-0.0086,0.4,0.5,0.4615,0.0,217.245,209.616,2.464,2.475,7.629,-0.011,-15.833,0,6,5,1
2021-05-02,Delhi Capitals,Punjab Kings,Delhi Capitals,45.94042462701418,0.2111,0.6,0.4286,1.0,0.5,261.607,236.164,3.297,2.246,25.443,1.051,22.958,1,6,7,1
2021-09-19,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,-32.74485859052652,-0.1072,0.8,0.6,0.3871,0.6667,304.176,244.03,2.384,2.768,60.146,-0.384,-8.876,1,7,7,1
2021-09-20,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-54.78965187510266,-0.3002,0.3,0.5,0.5185,0.5,250.137,259.519,2.439,2.896,-9.382,-0.457,-11.925,0,7,7,1
2021-09-21,Punjab Kings,Rajasthan Royals,Rajasthan Royals,-2.3022846936721635,-0.0005,0.375,0.5,1.0,0.5,271.679,216.173,2.349,1.883,55.506,0.466,-43.628,1,8,7,0
2021-09-22,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,87.4280748732192,0.7644,0.6,0.4,0.5,0.375,270.637,212.483,2.811,2.172,58.154,0.639,-14.955,0,7,6,1
2021-09-23,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,-87.05729593340288,-0.7579,0.4,0.6,0.2143,1.0,291.829,269.46,2.789,2.372,22.369,0.417,-28.553,1,8,8,1
2021-09-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,62.53320580893842,0.391,0.8,0.5,0.6538,0.25,292.492,237.455,2.469,2.174,55.037,0.295,5.787,1,8,8,1
2021-09-25,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,13.810941226154457,0.0191,0.3333,0.3,0.0,0.5,291.493,198.603,2.114,2.128,92.89,-0.014,7.091,0,9,7,1
